timestamp,ts_uk,hour_uk,minute_uk,time_bucket,market_status,day_of_week,expiry_pattern,expiry_date,strike,option_type,strike_type,underlying_bid,underlying_ask,underlying_mid,bid,ask,mid,spread_pts,half_spread_pts,spread_pct
2026-02-26T21:01:20.770269+00:00,2026-02-26 21:01:20.770269+00:00,21,1,ENTRY,TRADEABLE,Thursday,SPXWED,04-MAR-26,6910,PUT,ATM,6907.15,6907.75,6907.45,45.03,46.23,45.63,1.2,0.6,2.63
2026-02-26T21:01:20.770269+00:00,2026-02-26 21:01:20.770269+00:00,21,1,ENTRY,TRADEABLE,Thursday,SPXWED,04-MAR-26,6900,CALL,ITM_10,6907.15,6907.75,6907.45,53.25,54.45,53.85,1.2,0.6,2.23
2026-02-26T21:01:20.770269+00:00,2026-02-26 21:01:20.770269+00:00,21,1,ENTRY,TRADEABLE,Thursday,SPXWED,04-MAR-26,6900,PUT,ITM_10,6907.15,6907.75,6907.45,41.4,42.6,42.0,1.2,0.6,2.86
2026-02-26T21:01:20.770269+00:00,2026-02-26 21:01:20.770269+00:00,21,1,ENTRY,TRADEABLE,Thursday,SPXWED,04-MAR-26,6920,CALL,OTM_10,6907.15,6907.75,6907.45,40.75,41.95,41.35,1.2,0.6,2.9
2026-02-26T21:01:20.770269+00:00,2026-02-26 21:01:20.770269+00:00,21,1,ENTRY,TRADEABLE,Thursday,SPXWED,04-MAR-26,6920,PUT,OTM_10,6907.15,6907.75,6907.45,48.91,50.11,49.51,1.2,0.6,2.42
2026-02-26T21:01:20.770269+00:00,2026-02-26 21:01:20.770269+00:00,21,1,ENTRY,TRADEABLE,Thursday,SPXEMO,27-FEB-26,6910,CALL,ATM,6907.15,6907.75,6907.45,21.79,23.29,22.54,1.5,0.75,6.65
2026-02-26T21:01:20.770269+00:00,2026-02-26 21:01:20.770269+00:00,21,1,ENTRY,TRADEABLE,Thursday,SPXEMO,27-FEB-26,6910,PUT,ATM,6907.15,6907.75,6907.45,20.82,22.32,21.57,1.5,0.75,6.95
2026-02-26T21:01:20.770269+00:00,2026-02-26 21:01:20.770269+00:00,21,1,ENTRY,TRADEABLE,Thursday,SPXEMO,27-FEB-26,6900,CALL,ITM_10,6907.15,6907.75,6907.45,27.69,29.19,28.44,1.5,0.75,5.27
2026-02-26T21:01:20.770269+00:00,2026-02-26 21:01:20.770269+00:00,21,1,ENTRY,TRADEABLE,Thursday,SPXEMO,27-FEB-26,6900,PUT,ITM_10,6907.15,6907.75,6907.45,17.22,18.72,17.97,1.5,0.75,8.35
2026-02-26T21:01:20.770269+00:00,2026-02-26 21:01:20.770269+00:00,21,1,ENTRY,TRADEABLE,Thursday,SPXEMO,27-FEB-26,6920,CALL,OTM_10,6907.15,6907.75,6907.45,16.09,17.59,16.84,1.5,0.75,8.91
2026-02-26T21:01:20.770269+00:00,2026-02-26 21:01:20.770269+00:00,21,1,ENTRY,TRADEABLE,Thursday,SPXEMO,27-FEB-26,6920,PUT,OTM_10,6907.15,6907.75,6907.45,25.67,27.17,26.42,1.5,0.75,5.68
2026-02-26T21:01:20.770269+00:00,2026-02-26 21:01:20.770269+00:00,21,1,ENTRY,TRADEABLE,Thursday,SPXEOM,31-MAR-26,6910,CALL,ATM,6907.15,6907.75,6907.45,129.45,130.95,130.2,1.5,0.75,1.15
2026-02-26T21:01:20.770269+00:00,2026-02-26 21:01:20.770269+00:00,21,1,ENTRY,TRADEABLE,Thursday,SPXEOM,31-MAR-26,6910,PUT,ATM,6907.15,6907.75,6907.45,114.34,115.84,115.09,1.5,0.75,1.3
2026-02-26T21:01:20.770269+00:00,2026-02-26 21:01:20.770269+00:00,21,1,ENTRY,TRADEABLE,Thursday,SPXEOM,31-MAR-26,6900,CALL,ITM_10,6907.15,6907.75,6907.45,136.08,137.58,136.83,1.5,0.75,1.1
2026-02-26T21:01:20.770269+00:00,2026-02-26 21:01:20.770269+00:00,21,1,ENTRY,TRADEABLE,Thursday,SPXEOM,31-MAR-26,6900,PUT,ITM_10,6907.15,6907.75,6907.45,111.04,112.54,111.79,1.5,0.75,1.34
2026-02-26T21:01:20.770269+00:00,2026-02-26 21:01:20.770269+00:00,21,1,ENTRY,TRADEABLE,Thursday,SPXEOM,31-MAR-26,6920,CALL,OTM_10,6907.15,6907.75,6907.45,122.92,124.42,123.67,1.5,0.75,1.21
2026-02-26T21:01:20.770269+00:00,2026-02-26 21:01:20.770269+00:00,21,1,ENTRY,TRADEABLE,Thursday,SPXEOM,31-MAR-26,6920,PUT,OTM_10,6907.15,6907.75,6907.45,117.73,119.23,118.48,1.5,0.75,1.27
